Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
feb-20;Hombre;Villa De Vallecas;Entre 36 y 45 años;Extracomunitaria;3522;Agentes de compras;4121;Empleados de control de abastecimientos e inventario;2461;Ingenieros técnicos industriales y de producción
feb-20;Mujer;Usera;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;;
feb-20;Hombre;Usera;Entre 36 y 45 años;Extracomunitaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;8412;Conductores asalariados de automóviles, taxis y furgonetas
feb-20;Hombre;Villaverde;Entre 46 y 55 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;8412;Conductores asalariados de automóviles, taxis y furgonetas;;
feb-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
feb-20;Mujer;Usera;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;9100;Empleados domésticos
feb-20;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;7403;Mecánicos y ajustadores de maquinaria agrícola e industrial;7312;Soldadores y oxicortadores;5120;Camareros asalariados
feb-20;Hombre;Tetuán;Menor de 25 años;Española;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
feb-20;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;;;;
feb-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;5722;Cuidadores de niños en domicilios;;;;
feb-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores
feb-20;Mujer;Otro Municipio;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9221;Limpiadores en seco a mano y afines
feb-20;Mujer;Arganzuela;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
feb-20;Mujer;Villaverde;Entre 36 y 45 años;Española;4411;Empleados de información al usuario;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores
feb-20;Mujer;Vicálvaro;Entre 56 y 65 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
feb-20;Mujer;Tetuán;Menor de 25 años;Extracomunitaria;4412;Recepcionistas (excepto de hoteles);2322;Profesores de enseñanza no reglada de idiomas;4424;Teleoperadores
feb-20;Mujer;Villaverde;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos
feb-20;Mujer;Barajas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9229;Otro personal de limpieza
feb-20;Mujer;Tetuán;Entre 36 y 45 años;Española;4424;Teleoperadores;5500;Cajeros y taquilleros (excepto bancos);9310;Ayudantes de cocina
feb-20;Hombre;Villaverde;Entre 36 y 45 años;Española;7131;Carpinteros (excepto ebanistas);5120;Camareros asalariados;;
feb-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;;
feb-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;9820;Reponedores;8412;Conductores asalariados de automóviles, taxis y furgonetas;3813;Técnicos en redes
feb-20;Mujer;Chamberí;Entre 46 y 55 años;Española;2140;Farmacéuticos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;5621;Técnicos auxiliares de farmacia
feb-20;Mujer;Retiro;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;;
feb-20;Mujer;Vicálvaro;Entre 26 y 35 años;Española;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia;2651;Profesionales de la publicidad y la comercialización
feb-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9431;Ordenanzas;5220;Vendedores en tiendas y almacenes
feb-20;Mujer;Usera;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
feb-20;Mujer;Moncloa-aravaca;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
feb-20;Hombre;Chamartín;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;;;;
feb-20;Mujer;Arganzuela;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;5110;Cocineros asalariados
feb-20;Hombre;Centro;Entre 46 y 55 años;Extracomunitaria;9310;Ayudantes de cocina;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
feb-20;Mujer;Hortaleza;Entre 56 y 65 años;Española;5420;Operadores de telemarketing;2624;Especialistas en políticas y servicios de personal y afines;4424;Teleoperadores
feb-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4111;Empleados de contabilidad;2611;Especialistas en contabilidad;3613;Asistentes de dirección y administrativos
feb-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
feb-20;Mujer;Tetuán;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;;
feb-20;Mujer;San Blas;Entre 46 y 55 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;8153;Operadores de máquinas de coser y bordar
feb-20;Mujer;Arganzuela;Entre 46 y 55 años;Española;5492;Promotores de venta;3510;Agentes y representantes comerciales;;
feb-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes
feb-20;Hombre;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9602;Peones de la construcción de edificios;;
feb-20;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;7250;Mecánicos-instaladores de refrigeración y climatización;7510;Electricistas de la construcción y afines;8333;Operadores de carretillas elevadoras
feb-20;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;5710;Trabajadores de los cuidados personales a domicilio
feb-20;Mujer;San Blas;Entre 36 y 45 años;Comunitaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
feb-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social;3724;Monitores de actividades recreativas y de entretenimiento
feb-20;Mujer;Carabanchel;Entre 36 y 45 años;Comunitaria;5120;Camareros asalariados;8156;Operadores de máquinas para la fabricación del calzado, marroquinería y guantería de piel;9310;Ayudantes de cocina
mar-20;Hombre;Carabanchel;Entre 56 y 65 años;Española;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;5710;Trabajadores de los cuidados personales a domicilio
mar-20;Hombre;Carabanchel;Entre 56 y 65 años;Española;7231;Pintores y empapeladores;8412;Conductores asalariados de automóviles, taxis y furgonetas;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
mar-20;Mujer;Ciudad Lineal;Entre 46 y 55 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos);;
mar-20;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;4424;Teleoperadores;5420;Operadores de telemarketing;5120;Camareros asalariados
mar-20;Hombre;Arganzuela;Entre 46 y 55 años;Española;8432;Conductores asalariados de camiones;8412;Conductores asalariados de automóviles, taxis y furgonetas;;
mar-20;Hombre;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;2611;Especialistas en contabilidad;9820;Reponedores
mar-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;3510;Agentes y representantes comerciales;9820;Reponedores
mar-20;Hombre;Villaverde;Entre 46 y 55 años;Española;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes;9811;Peones del transporte de mercancías y descargadores;5833;Conserjes de edificios
mar-20;Hombre;San Blas;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;7702;Trabajadores de las industrias del pescado;9811;Peones del transporte de mercancías y descargadores
mar-20;Hombre;Carabanchel;Entre 26 y 35 años;Extracomunitaria;2484;Diseñadores gráficos y multimedia;9820;Reponedores;2713;Analistas, programadores y diseñadores Web y multimedia
mar-20;Mujer;Latina;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2823;Psicólogos
mar-20;Mujer;Retiro;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);;
mar-20;Mujer;Ciudad Lineal;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5721;Cuidadores de niños en guarderías y centros educativos;;
mar-20;Hombre;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;2651;Profesionales de la publicidad y la comercialización
mar-20;Mujer;Moncloa-aravaca;Entre 36 y 45 años;Extracomunitaria;2624;Especialistas en políticas y servicios de personal y afines;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles)
mar-20;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
mar-20;Hombre;Villaverde;Entre 26 y 35 años;Española;5120;Camareros asalariados;9820;Reponedores;9310;Ayudantes de cocina
mar-20;Hombre;San Blas;Menor de 25 años;Extracomunitaria;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9310;Ayudantes de cocina;9229;Otro personal de limpieza
mar-20;Mujer;Carabanchel;Menor de 25 años;Extracomunitaria;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
mar-20;Mujer;Villaverde;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;;
mar-20;Mujer;Arganzuela;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9820;Reponedores
mar-20;Mujer;Latina;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
mar-20;Hombre;Puente De Vallecas;Entre 56 y 65 años;Extracomunitaria;5833;Conserjes de edificios;9310;Ayudantes de cocina;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
mar-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;4421;Empleados de agencias de viajes;3613;Asistentes de dirección y administrativos;4424;Teleoperadores
mar-20;Hombre;Carabanchel;Entre 46 y 55 años;Española;5833;Conserjes de edificios;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
mar-20;Mujer;Puente De Vallecas;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Mujer;Hortaleza;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Hombre;Villaverde;Menor de 25 años;Española;5120;Camareros asalariados;4424;Teleoperadores;9811;Peones del transporte de mercancías y descargadores
mar-20;Mujer;Vicálvaro;Entre 26 y 35 años;Española;4424;Teleoperadores;4423;Telefonistas;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Usera;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Mujer;San Blas;Entre 26 y 35 años;Española;2421;Biólogos, botánicos, zoólogos y afines;3127;Técnicos y analistas de laboratorio en química industrial;3314;Técnicos en laboratorio de diagnóstico clínico
mar-20;Hombre;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Hombre;Moncloa-aravaca;Entre 56 y 65 años;Extracomunitaria;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
mar-20;Mujer;Usera;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9700;Peones de las industrias manufactureras;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Otro Municipio;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4411;Empleados de información al usuario;4412;Recepcionistas (excepto de hoteles)
mar-20;Hombre;Carabanchel;Entre 36 y 45 años;Española;3139;Técnicos en control de procesos no clasificados bajo otros epígrafes;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores
mar-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;4412;Recepcionistas (excepto de hoteles)
mar-20;Hombre;Centro;Menor de 25 años;Extracomunitaria;7191;Mantenedores de edificios;7250;Mecánicos-instaladores de refrigeración y climatización;8201;Ensambladores de maquinaria mecánica
mar-20;Hombre;Carabanchel;Entre 56 y 65 años;Española;8432;Conductores asalariados de camiones;8412;Conductores asalariados de automóviles, taxis y furgonetas;9229;Otro personal de limpieza
mar-20;Hombre;Villa De Vallecas;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
mar-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
mar-20;Mujer;Arganzuela;Entre 46 y 55 años;Española;4111;Empleados de contabilidad;4424;Teleoperadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
mar-20;Mujer;Retiro;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);3733;Técnicos en galerías de arte, museos y bibliotecas;5825;Guías de turismo
mar-20;Hombre;Salamanca;Entre 26 y 35 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;;;
mar-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;3314;Técnicos en laboratorio de diagnóstico clínico;4412;Recepcionistas (excepto de hoteles);5611;Auxiliares de enfermería hospitalaria
mar-20;Hombre;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras;7899;Oficiales, operarios y artesanos de otros oficios no clasificados bajo otros epígrafes
mar-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Latina;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;5220;Vendedores en tiendas y almacenes
mar-20;Hombre;Centro;Entre 36 y 45 años;Comunitaria;7121;Albañiles;9443;Barrenderos y afines;7240;Soladores, colocadores de parquet y afines
mar-20;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9223;Limpiadores de ventanas;;
mar-20;Mujer;Villaverde;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9100;Empleados domésticos
mar-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9310;Ayudantes de cocina;9310;Ayudantes de cocina
mar-20;Hombre;Usera;Menor de 25 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados;9310;Ayudantes de cocina
mar-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;9100;Empleados domésticos
mar-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;5811;Peluqueros;4301;Grabadores de datos;5420;Operadores de telemarketing
mar-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3510;Agentes y representantes comerciales;5420;Operadores de telemarketing
mar-20;Hombre;Hortaleza;Entre 46 y 55 años;Extracomunitaria;5833;Conserjes de edificios;;;;
mar-20;Mujer;Usera;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);5710;Trabajadores de los cuidados personales a domicilio
mar-20;Mujer;Latina;Entre 46 y 55 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;9310;Ayudantes de cocina
mar-20;Mujer;Latina;Entre 56 y 65 años;Española;5721;Cuidadores de niños en guarderías y centros educativos;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9700;Peones de las industrias manufactureras
mar-20;Hombre;San Blas;Entre 36 y 45 años;Extracomunitaria;2923;Filólogos, intérpretes y traductores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3510;Agentes y representantes comerciales
mar-20;Mujer;Chamartín;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
mar-20;Hombre;Arganzuela;Entre 36 y 45 años;Española;5420;Operadores de telemarketing;;;;
mar-20;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;2210;Profesores de universidades y otra enseñanza superior (excepto formación profesional);3723;Instructores de actividades deportivas;2130;Veterinarios
mar-20;Mujer;Carabanchel;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Hombre;Hortaleza;Entre 36 y 45 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;;;
mar-20;Hombre;Otro Municipio;Entre 56 y 65 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;;;
mar-20;Mujer;Centro;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;4424;Teleoperadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;4422;Recepcionistas de hoteles;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes
mar-20;Hombre;Villa De Vallecas;Entre 26 y 35 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;;;;
mar-20;Mujer;Tetuán;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Mujer;Tetuán;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados;5811;Peluqueros
mar-20;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Mujer;Villaverde;Entre 36 y 45 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;5220;Vendedores en tiendas y almacenes
mar-20;Hombre;Carabanchel;Entre 46 y 55 años;Española;2922;Periodistas;2936;Locutores de radio, televisión y otros presentadores;2922;Periodistas
mar-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;5812;Especialistas en tratamientos de estética, bienestar y afines;;;;
mar-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;2923;Filólogos, intérpretes y traductores;2122;Enfermeros especializados (excepto matronos);;
mar-20;Hombre;Carabanchel;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;5833;Conserjes de edificios;7191;Mantenedores de edificios
mar-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;5833;Conserjes de edificios;;;;
mar-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;;
mar-20;Mujer;Tetuán;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Mujer;Carabanchel;Entre 36 y 45 años;Española;9229;Otro personal de limpieza;;;;
mar-20;Hombre;Centro;Entre 26 y 35 años;Española;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;;;;
mar-20;Mujer;Latina;Entre 36 y 45 años;Comunitaria;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
mar-20;Hombre;Otro Municipio;Menor de 25 años;Española;5992;Bañistas-socorristas;;;;
mar-20;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
mar-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;7191;Mantenedores de edificios;7221;Fontaneros;9811;Peones del transporte de mercancías y descargadores
mar-20;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
mar-20;Hombre;Villaverde;Entre 36 y 45 años;Española;7231;Pintores y empapeladores;7231;Pintores y empapeladores;5833;Conserjes de edificios
mar-20;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;5420;Operadores de telemarketing;;;;
mar-20;Mujer;Hortaleza;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
mar-20;Mujer;Centro;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
mar-20;Hombre;Chamberí;Entre 36 y 45 años;Española;;;;;;
mar-20;Hombre;Puente De Vallecas;Menor de 25 años;Española;7313;Chapistas y caldereros;3126;Técnicos en mecánica;9602;Peones de la construcción de edificios
mar-20;Mujer;Chamberí;Entre 36 y 45 años;Extracomunitaria;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
mar-20;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Extracomunitaria;4424;Teleoperadores;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
mar-20;Hombre;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;3510;Agentes y representantes comerciales;5120;Camareros asalariados;9310;Ayudantes de cocina
mar-20;Mujer;Salamanca;Mayor de 65 años;Extracomunitaria;9100;Empleados domésticos;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
mar-20;Mujer;Moncloa-aravaca;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles)
mar-20;Mujer;Centro;Entre 56 y 65 años;Española;5500;Cajeros y taquilleros (excepto bancos);5710;Trabajadores de los cuidados personales a domicilio;4424;Teleoperadores
mar-20;Mujer;Retiro;Entre 36 y 45 años;Española;3731;Fotógrafos;4411;Empleados de información al usuario;4412;Recepcionistas (excepto de hoteles)
mar-20;Hombre;Villaverde;Entre 36 y 45 años;Española;8432;Conductores asalariados de camiones;8412;Conductores asalariados de automóviles, taxis y furgonetas;8333;Operadores de carretillas elevadoras
mar-20;Mujer;Tetuán;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4441;Cajeros de bancos y afines;4412;Recepcionistas (excepto de hoteles)
mar-20;Mujer;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4121;Empleados de control de abastecimientos e inventario
mar-20;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
mar-20;Mujer;Chamartín;Entre 56 y 65 años;Española;5220;Vendedores en tiendas y almacenes;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
mar-20;Mujer;Barajas;Entre 26 y 35 años;Española;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes
mar-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;3139;Técnicos en control de procesos no clasificados bajo otros epígrafes;4424;Teleoperadores
mar-20;Mujer;Chamberí;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Vicálvaro;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
mar-20;Mujer;Retiro;Entre 36 y 45 años;Española;2625;Especialistas en formación de personal;3129;Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías;;
mar-20;Hombre;Hortaleza;Entre 56 y 65 años;Española;5833;Conserjes de edificios;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
mar-20;Mujer;Tetuán;Entre 36 y 45 años;Española;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;;;;
mar-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);3510;Agentes y representantes comerciales
mar-20;Hombre;Tetuán;Entre 36 y 45 años;Española;9441;Recogedores de residuos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores
